# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-native-software-development-2026,og:url (https://lucaberton.com/blog/ai-native-software-development-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-native-software-development-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-observability-kubernetes-llm-monitoring-2026,og:url (https://lucaberton.com/blog/ai-observability-kubernetes-llm-monitoring-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-observability-kubernetes-llm-monitoring-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-observability-opentelemetry-llm-tracing,og:url (https://lucaberton.com/blog/ai-observability-opentelemetry-llm-tracing/) doesn't match canonical (https://lucaberton.com/blog/ai-observability-opentelemetry-llm-tracing),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-on-the-amstel-frontier-models-deepmind-nvidia-mistral-june-2026,og:url (https://lucaberton.com/blog/ai-on-the-amstel-frontier-models-deepmind-nvidia-mistral-june-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-on-the-amstel-frontier-models-deepmind-nvidia-mistral-june-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-platform-first-90-days-kubernetes,og:url (https://lucaberton.com/blog/ai-platform-first-90-days-kubernetes/) doesn't match canonical (https://lucaberton.com/blog/ai-platform-first-90-days-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-powered-rhel-mcp-servers-summit-2026,og:url (https://lucaberton.com/blog/ai-powered-rhel-mcp-servers-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-powered-rhel-mcp-servers-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-powered-runbooks-auto-remediation,og:url (https://lucaberton.com/blog/ai-powered-runbooks-auto-remediation/) doesn't match canonical (https://lucaberton.com/blog/ai-powered-runbooks-auto-remediation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-robotics-meetup-amsterdam-crcl-park,og:url (https://lucaberton.com/blog/ai-robotics-meetup-amsterdam-crcl-park/) doesn't match canonical (https://lucaberton.com/blog/ai-robotics-meetup-amsterdam-crcl-park),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-roi-beyond-proof-of-concept,og:url (https://lucaberton.com/blog/ai-roi-beyond-proof-of-concept/) doesn't match canonical (https://lucaberton.com/blog/ai-roi-beyond-proof-of-concept),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-security-engineers-community-amsterdam-recap-2026,og:url (https://lucaberton.com/blog/ai-security-engineers-community-amsterdam-recap-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-security-engineers-community-amsterdam-recap-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-security-platforms-2026,og:url (https://lucaberton.com/blog/ai-security-platforms-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-security-platforms-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-supercomputing-platforms-2026,og:url (https://lucaberton.com/blog/ai-supercomputing-platforms-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-supercomputing-platforms-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-tinkerers-amsterdam-motherduck-nio-house-2026,og:url (https://lucaberton.com/blog/ai-tinkerers-amsterdam-motherduck-nio-house-2026/) doesn't match canonical (https://lucaberton.com/blog/ai-tinkerers-amsterdam-motherduck-nio-house-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ai-warfare-speed-of-software-kill-chain,og:url (https://lucaberton.com/blog/ai-warfare-speed-of-software-kill-chain/) doesn't match canonical (https://lucaberton.com/blog/ai-warfare-speed-of-software-kill-chain),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aicamp-a2a-protocol-deep-search-amsterdam,og:url (https://lucaberton.com/blog/aicamp-a2a-protocol-deep-search-amsterdam/) doesn't match canonical (https://lucaberton.com/blog/aicamp-a2a-protocol-deep-search-amsterdam),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aiops-sre-that-actually-works,og:url (https://lucaberton.com/blog/aiops-sre-that-actually-works/) doesn't match canonical (https://lucaberton.com/blog/aiops-sre-that-actually-works),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/almalinux-10-community-enterprise-linux,og:url (https://lucaberton.com/blog/almalinux-10-community-enterprise-linux/) doesn't match canonical (https://lucaberton.com/blog/almalinux-10-community-enterprise-linux),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/amsterdam-jug-doctolib-retryable-spring-aop-2026,og:url (https://lucaberton.com/blog/amsterdam-jug-doctolib-retryable-spring-aop-2026/) doesn't match canonical (https://lucaberton.com/blog/amsterdam-jug-doctolib-retryable-spring-aop-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-ai-llm-playbook-generation,og:url (https://lucaberton.com/blog/ansible-ai-llm-playbook-generation/) doesn't match canonical (https://lucaberton.com/blog/ansible-ai-llm-playbook-generation),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-assert-module-guide-2026,og:url (https://lucaberton.com/blog/ansible-assert-module-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-assert-module-guide-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-automation-for-rhel-ai-deployments,og:url (https://lucaberton.com/blog/ansible-automation-for-rhel-ai-deployments/) doesn't match canonical (https://lucaberton.com/blog/ansible-automation-for-rhel-ai-deployments),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-automation-intelligent-assistant-mcp-server-byok-rag-2026,og:url (https://lucaberton.com/blog/ansible-automation-intelligent-assistant-mcp-server-byok-rag-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-automation-intelligent-assistant-mcp-server-byok-rag-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-automation-orchestrator-ai-driven-it-operations-2026,og:url (https://lucaberton.com/blog/ansible-automation-orchestrator-ai-driven-it-operations-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-automation-orchestrator-ai-driven-it-operations-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-automation-platform-upgrade-2-6-eol-timeline-2026,og:url (https://lucaberton.com/blog/ansible-automation-platform-upgrade-2-6-eol-timeline-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-automation-platform-upgrade-2-6-eol-timeline-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-cheat-sheet-2026,og:url (https://lucaberton.com/blog/ansible-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-collections-best-practices,og:url (https://lucaberton.com/blog/ansible-collections-best-practices/) doesn't match canonical (https://lucaberton.com/blog/ansible-collections-best-practices),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-community-day-berlin-2023,og:url (https://lucaberton.com/blog/ansible-community-day-berlin-2023/) doesn't match canonical (https://lucaberton.com/blog/ansible-community-day-berlin-2023),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-for-kubernetes-by-example,og:url (https://lucaberton.com/blog/ansible-for-kubernetes-by-example/) doesn't match canonical (https://lucaberton.com/blog/ansible-for-kubernetes-by-example),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-for-vmware-by-examples,og:url (https://lucaberton.com/blog/ansible-for-vmware-by-examples/) doesn't match canonical (https://lucaberton.com/blog/ansible-for-vmware-by-examples),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-gpu-cluster-provisioning,og:url (https://lucaberton.com/blog/ansible-gpu-cluster-provisioning/) doesn't match canonical (https://lucaberton.com/blog/ansible-gpu-cluster-provisioning),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-kubernetes-operators-day2,og:url (https://lucaberton.com/blog/ansible-kubernetes-operators-day2/) doesn't match canonical (https://lucaberton.com/blog/ansible-kubernetes-operators-day2),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-lightspeed-ai-automation-2026,og:url (https://lucaberton.com/blog/ansible-lightspeed-ai-automation-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-lightspeed-ai-automation-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-lightspeed-enterprise-watsonx-code-assistant,og:url (https://lucaberton.com/blog/ansible-lightspeed-enterprise-watsonx-code-assistant/) doesn't match canonical (https://lucaberton.com/blog/ansible-lightspeed-enterprise-watsonx-code-assistant),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-lightspeed-tutorial-getting-started-2026,og:url (https://lucaberton.com/blog/ansible-lightspeed-tutorial-getting-started-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-lightspeed-tutorial-getting-started-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-lightspeed-vs-github-copilot-automation-2026,og:url (https://lucaberton.com/blog/ansible-lightspeed-vs-github-copilot-automation-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-lightspeed-vs-github-copilot-automation-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-london-meetup-2024,og:url (https://lucaberton.com/blog/ansible-london-meetup-2024/) doesn't match canonical (https://lucaberton.com/blog/ansible-london-meetup-2024),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-mcp-server-live-demo-cursor-ide-agentic-automation-2026,og:url (https://lucaberton.com/blog/ansible-mcp-server-live-demo-cursor-ide-agentic-automation-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-mcp-server-live-demo-cursor-ide-agentic-automation-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-playbook-examples-beginners-to-advanced,og:url (https://lucaberton.com/blog/ansible-playbook-examples-beginners-to-advanced/) doesn't match canonical (https://lucaberton.com/blog/ansible-playbook-examples-beginners-to-advanced),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-rhel-ai-platform-deployment,og:url (https://lucaberton.com/blog/ansible-rhel-ai-platform-deployment/) doesn't match canonical (https://lucaberton.com/blog/ansible-rhel-ai-platform-deployment),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-roles-tutorial-complete-guide,og:url (https://lucaberton.com/blog/ansible-roles-tutorial-complete-guide/) doesn't match canonical (https://lucaberton.com/blog/ansible-roles-tutorial-complete-guide),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-tutorial-beginners-guide-2026,og:url (https://lucaberton.com/blog/ansible-tutorial-beginners-guide-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-tutorial-beginners-guide-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-vault-tutorial-secrets-management,og:url (https://lucaberton.com/blog/ansible-vault-tutorial-secrets-management/) doesn't match canonical (https://lucaberton.com/blog/ansible-vault-tutorial-secrets-management),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-vs-chef-2026,og:url (https://lucaberton.com/blog/ansible-vs-chef-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-vs-chef-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-vs-code-extension-mcp-server-ai-development-2026,og:url (https://lucaberton.com/blog/ansible-vs-code-extension-mcp-server-ai-development-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-vs-code-extension-mcp-server-ai-development-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-vs-puppet-2026,og:url (https://lucaberton.com/blog/ansible-vs-puppet-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-vs-puppet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/ansible-vs-saltstack-2026,og:url (https://lucaberton.com/blog/ansible-vs-saltstack-2026/) doesn't match canonical (https://lucaberton.com/blog/ansible-vs-saltstack-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/api-validation-with-postman,og:url (https://lucaberton.com/blog/api-validation-with-postman/) doesn't match canonical (https://lucaberton.com/blog/api-validation-with-postman),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/appflowy-open-source-notion-alternative-2026,og:url (https://lucaberton.com/blog/appflowy-open-source-notion-alternative-2026/) doesn't match canonical (https://lucaberton.com/blog/appflowy-open-source-notion-alternative-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/apt-cheat-sheet-2026,og:url (https://lucaberton.com/blog/apt-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/apt-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/architecting-generative-ai-applications-book-2026,og:url (https://lucaberton.com/blog/architecting-generative-ai-applications-book-2026/) doesn't match canonical (https://lucaberton.com/blog/architecting-generative-ai-applications-book-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/architecture-scale-ai-enterprise-platform,og:url (https://lucaberton.com/blog/architecture-scale-ai-enterprise-platform/) doesn't match canonical (https://lucaberton.com/blog/architecture-scale-ai-enterprise-platform),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/argo-cd-gitops-kubernetes-deployment-2026,og:url (https://lucaberton.com/blog/argo-cd-gitops-kubernetes-deployment-2026/) doesn't match canonical (https://lucaberton.com/blog/argo-cd-gitops-kubernetes-deployment-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/argocd-cheat-sheet-2026,og:url (https://lucaberton.com/blog/argocd-cheat-sheet-2026/) doesn't match canonical (https://lucaberton.com/blog/argocd-cheat-sheet-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/argocd-vs-flux-2026,og:url (https://lucaberton.com/blog/argocd-vs-flux-2026/) doesn't match canonical (https://lucaberton.com/blog/argocd-vs-flux-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/asia-shaping-ai-red-hat-summit-2026,og:url (https://lucaberton.com/blog/asia-shaping-ai-red-hat-summit-2026/) doesn't match canonical (https://lucaberton.com/blog/asia-shaping-ai-red-hat-summit-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/automating-rhel-ai-deployments-with-ansible-and-gitops,og:url (https://lucaberton.com/blog/automating-rhel-ai-deployments-with-ansible-and-gitops/) doesn't match canonical (https://lucaberton.com/blog/automating-rhel-ai-deployments-with-ansible-and-gitops),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/autonomous-industrial-systems-2026,og:url (https://lucaberton.com/blog/autonomous-industrial-systems-2026/) doesn't match canonical (https://lucaberton.com/blog/autonomous-industrial-systems-2026),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/autoscaling-ai-inference-kubernetes,og:url (https://lucaberton.com/blog/autoscaling-ai-inference-kubernetes/) doesn't match canonical (https://lucaberton.com/blog/autoscaling-ai-inference-kubernetes),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-account-cleanup-script-reduce-recurring-charges,og:url (https://lucaberton.com/blog/aws-account-cleanup-script-reduce-recurring-charges/) doesn't match canonical (https://lucaberton.com/blog/aws-account-cleanup-script-reduce-recurring-charges),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-availability-zone-disruption-dubai-cloud-resilience,og:url (https://lucaberton.com/blog/aws-availability-zone-disruption-dubai-cloud-resilience/) doesn't match canonical (https://lucaberton.com/blog/aws-availability-zone-disruption-dubai-cloud-resilience),unchanged,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-backup-failed-jobs-s3-access-denied-troubleshooting,og:url (https://lucaberton.com/blog/aws-backup-failed-jobs-s3-access-denied-troubleshooting/) doesn't match canonical (https://lucaberton.com/blog/aws-backup-failed-jobs-s3-access-denied-troubleshooting),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-ebs-snapshots-failed-to-delete-ami-backup-guide,og:url (https://lucaberton.com/blog/aws-ebs-snapshots-failed-to-delete-ami-backup-guide/) doesn't match canonical (https://lucaberton.com/blog/aws-ebs-snapshots-failed-to-delete-ami-backup-guide),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-rds-postgresql-minor-version-deprecation-may-2026,og:url (https://lucaberton.com/blog/aws-rds-postgresql-minor-version-deprecation-may-2026/) doesn't match canonical (https://lucaberton.com/blog/aws-rds-postgresql-minor-version-deprecation-may-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-summit-amsterdam-2026,og:url (https://lucaberton.com/blog/aws-summit-amsterdam-2026/) doesn't match canonical (https://lucaberton.com/blog/aws-summit-amsterdam-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-summit-amsterdam-2026-bedrock-agentcore,og:url (https://lucaberton.com/blog/aws-summit-amsterdam-2026-bedrock-agentcore/) doesn't match canonical (https://lucaberton.com/blog/aws-summit-amsterdam-2026-bedrock-agentcore),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-summit-amsterdam-2026-keynote-bedrock-agentcore,og:url (https://lucaberton.com/blog/aws-summit-amsterdam-2026-keynote-bedrock-agentcore/) doesn't match canonical (https://lucaberton.com/blog/aws-summit-amsterdam-2026-keynote-bedrock-agentcore),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-summit-amsterdam-2026-startup-theatre-anthropic,og:url (https://lucaberton.com/blog/aws-summit-amsterdam-2026-startup-theatre-anthropic/) doesn't match canonical (https://lucaberton.com/blog/aws-summit-amsterdam-2026-startup-theatre-anthropic),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/aws-test-account-cleanup-nuke-script-2026,og:url (https://lucaberton.com/blog/aws-test-account-cleanup-nuke-script-2026/) doesn't match canonical (https://lucaberton.com/blog/aws-test-account-cleanup-nuke-script-2026),new,Ensure og:url and the canonical URL point to the same page.,content
SOCIAL_TAGS_OPEN_GRAPH_URL_NOT_MATCHING_CANONICAL,Medium,SOCIAL_TAGS,https://lucaberton.com/blog/back-end-infrastructure-servers-secure-apis-and-data,og:url (https://lucaberton.com/blog/back-end-infrastructure-servers-secure-apis-and-data/) doesn't match canonical (https://lucaberton.com/blog/back-end-infrastructure-servers-secure-apis-and-data),unchanged,Ensure og:url and the canonical URL point to the same page.,content
